,OMA_Groups,PANTHER8_LDO,InParanoidCore,Orthoinspector,RSD,Hieranoid_2,OMA_Pairs,EnsemblCompara_v2,Metaphors,InParanoid,EggNOG,PANTHER8_all
Q9H2V7,False,False,,,,False,True,,,False,True,False
Q9H2W1,False,False,False,False,True,,False,False,True,False,,
Q9H2W2,True,,True,True,True,,True,,,True,,
Q9H2X3,False,False,True,True,True,True,True,True,,True,,True
Q9H2X6,False,,False,,True,False,False,,,False,,
Q9H2X8,,,,,,,False,,,False,,
Q9H2X9,False,True,False,,True,,False,,,False,True,
Q9H2Y9,False,False,True,,,,False,True,False,False,False,False
Q9H2Z4,False,False,False,False,False,,False,True,False,False,,False
Q9H300,False,False,,,,False,False,,,,,
Q9H305,False,False,True,,False,,False,,,,False,
Q9H306,True,False,False,False,True,,True,,,False,,False
Q9H310,False,False,False,True,,False,False,False,,False,False,False
Q9H313,True,,True,,True,,False,,True,False,True,
Q9H324,False,False,True,,False,,False,,,False,False,
Q9H329,True,True,True,True,True,True,True,True,,True,True,
Q9H334,False,True,True,,,True,False,,,False,,
Q9H336,False,False,False,True,True,,False,True,False,False,False,
Q9H339,False,,False,False,True,,False,False,False,False,,
Q9H340,True,True,True,True,True,,True,,True,True,,
Q9H342,True,,True,True,True,,True,True,,True,,
Q9H343,False,False,False,False,True,,False,False,False,False,,False
Q9H344,True,True,True,True,True,,True,True,,True,,
Q9H346,True,,False,False,,,True,,,False,,
Q9H347,False,True,,,,,True,,False,,True,
Q9H361,,True,True,,True,,True,True,,True,,
Q9H3D4,False,,,,True,,False,,,True,True,
Q9H3E2,False,False,,False,False,False,False,,False,False,False,
Q9H3F6,True,,False,True,True,,True,True,,True,True,
Q9H3H1,False,,,,,True,False,,,,,
Q9H3J6,False,,False,,,,,,False,,False,
Q9H3K2,True,True,True,True,True,True,False,True,,True,True,
Q9H3K6,,,False,,,,,,,,,
Q9H3L0,True,False,False,,,,False,,,,,False
Q9H3M0,False,,False,True,,,True,,,False,False,
Q9H3M7,False,False,False,False,True,,False,False,,False,False,
Q9H3M9,False,True,False,,,,False,,,False,,
Q9H3N8,True,True,False,True,True,,True,,,False,,
Q9H3P7,False,,True,,,,False,,,False,,
Q9H3Q3,False,False,True,,,,True,False,,False,True,
Q9H3R0,False,True,True,,,True,False,,,False,,
Q9H3R1,False,True,False,True,True,True,False,False,,False,False,
Q9H3S3,True,,True,,True,,True,,,False,,
Q9H3S4,True,,True,True,,True,True,True,,,True,
Q9H3S7,False,True,False,True,False,True,True,True,True,False,True,
Q9H3T2,False,True,True,True,True,True,False,,True,False,True,
Q9H3T3,False,True,True,True,True,True,False,,True,False,True,
Q9H3U1,False,False,True,,,,False,,,False,,
Q9H3U5,,True,,,,True,,,,,,
Q9H3U7,False,,True,True,True,True,True,,,False,True,
Q9H3V2,False,False,False,False,True,,False,False,True,False,False,
Q9H3W5,True,True,True,True,True,,True,,,True,True,True
Q9H3Z4,True,False,True,True,True,,True,,,True,,
Q9H422,False,False,,,,False,False,,,False,,
Q9H426,True,True,True,,True,,True,,True,False,True,False
Q9H427,False,False,True,False,True,,False,,,False,False,
Q9H444,True,,False,,True,,False,False,,False,False,
Q9H446,False,,False,,,False,,,,,False,
Q9H461,False,False,False,False,False,,True,False,,False,False,False
Q9H469,True,True,True,,True,True,True,,,False,True,
Q9H477,,,,,,True,,,,,,
Q9H479,,True,False,,,False,False,,,False,False,
Q9H489,False,True,False,True,False,False,False,True,True,False,,
Q9H492,False,False,False,False,False,False,False,,,False,False,
Q9H4A4,True,True,,True,,True,True,True,,True,True,
Q9H4A5,False,False,False,False,False,,False,False,False,False,False,
Q9H4A6,False,,False,False,False,,False,False,False,False,False,
Q9H4A9,True,,True,,,,,,,True,,
Q9H4B4,False,True,True,False,True,,True,,True,True,True,
Q9H4B7,True,False,False,,True,False,False,,,False,,
Q9H4B8,True,True,True,,,,True,,,True,,
Q9H4D0,True,,,,,,False,,False,False,False,
Q9H4D5,True,False,False,True,True,,True,,,False,,
Q9H4E5,False,True,False,False,False,False,False,,,False,False,
Q9H4E7,,,True,,,,True,,,True,,
Q9H4F1,False,True,False,True,True,True,True,False,,False,True,
Q9H4F8,False,True,True,True,True,True,True,,,False,,
Q9H4G0,True,True,True,True,True,True,True,,,True,True,
Q9H4G1,False,False,False,False,True,,True,True,True,False,,
Q9H4G4,False,False,False,True,True,True,False,,False,False,False,
Q9H4G8,False,,,False,True,,False,,,,,
Q9H4I0,False,False,,,,,False,,,,,
Q9H4I2,False,,False,,,,False,,,False,True,
Q9H4I8,True,True,,,True,,,,,True,,
Q9H4K1,,True,,,,,True,,,False,,
Q9H4K7,,,,,,False,,,,,,
Q9H4L4,False,False,,,False,,False,,,,False,
Q9H4L5,False,True,True,,,True,False,,,False,True,
Q9H4L7,True,,True,,True,True,True,,,True,,
Q9H4M3,False,,True,,,,False,,,False,,
Q9H4M9,True,True,False,,True,,False,True,,False,,
Q9H4P4,True,True,True,True,True,True,True,True,,True,True,
Q9H4S2,False,True,True,True,True,,True,,,False,True,
Q9H4T2,True,True,True,True,True,,,True,,True,,True
Q9H4W6,False,,False,,,,,,,False,True,
Q9H4Y5,False,False,False,,,,,,,False,False,
Q9H503,True,True,True,True,True,True,True,,,True,,
Q9H511,True,True,,True,True,,True,,,,True,
Q9H553,False,,False,,,False,False,False,,,False,
Q9H560,True,True,True,True,True,,True,True,,True,,True
Q9H568,True,True,True,True,True,,True,,True,True,True,
Q9H582,False,False,False,False,False,False,False,False,False,False,False,
Q9H596,False,True,False,True,True,False,True,,,False,True,
Q9H5H4,False,True,False,True,False,,True,False,True,False,,True
Q9H5I1,False,True,False,True,False,False,False,,False,False,False,
Q9H5I5,,False,,,,,,,,False,,
Q9H5J0,True,,True,True,True,True,True,,,True,True,
Q9H5J4,False,,False,,,False,False,,,False,False,
Q9H5V7,False,True,True,True,True,,,True,True,True,True,True
Q9H5V9,False,,False,,False,,False,False,,False,True,
Q9H5X1,,True,True,,True,,False,,,True,True,
Q9H5Y7,True,False,True,True,True,True,,True,,True,True,True
Q9H5Z1,False,False,True,,True,,False,True,,True,False,
Q9H5Z6,False,True,False,,True,False,False,,,False,True,
Q9H609,True,True,True,True,True,True,True,,,True,,
Q9H649,False,True,True,True,,False,True,True,,True,False,True
Q9H6A0,False,True,False,True,True,False,True,,,False,True,
Q9H6A9,False,,False,,,,False,,,False,,
Q9H6B1,False,True,False,False,True,,True,False,True,False,True,
Q9H6B4,True,True,True,True,True,True,True,True,,False,True,
Q9H6B9,,,True,,,,,True,,True,,
Q9H6D3,False,False,True,,True,,True,,,True,False,
Q9H6E5,False,False,False,False,,,False,,,False,False,
Q9H6F2,,,,,,,False,,,False,True,
Q9H6F5,True,,True,False,,,True,,,,False,
Q9H6H4,False,True,True,,,,True,,,False,True,
Q9H6I2,False,False,False,False,,,False,False,,False,True,
Q9H6L5,True,True,False,False,,,True,False,False,False,False,
Q9H6P5,True,False,True,,True,,True,,True,True,True,
Q9H6Q3,True,True,True,True,True,True,False,,,False,True,
Q9H6Q4,True,,,,,True,,,,True,,
Q9H6R0,False,False,True,,True,,False,True,,True,False,
Q9H6R3,,,,,,True,,,,,,
Q9H6R6,False,,False,,,True,True,,,True,,
Q9H6S3,False,False,True,True,True,,True,,,False,,
Q9H6T0,True,True,True,,True,True,True,,,False,False,
Q9H6T3,True,True,True,True,True,True,True,True,True,,True,True
Q9H6W3,False,False,False,False,,False,False,False,,False,False,
Q9H6X2,False,False,,,False,,True,,False,False,False,
Q9H6Y2,True,,True,,,,,,,,,
Q9H6Y5,True,True,True,True,True,False,False,,True,,True,
Q9H6Y7,True,False,True,,,,True,,,True,,
Q9H6Z4,False,False,,,,,False,False,,False,True,
Q9H6Z9,False,True,False,False,,False,,False,False,False,False,
Q9H706,,True,,,False,,False,,,False,,
Q9H707,True,True,True,True,True,,True,,,True,,
Q9H714,False,False,,,False,False,False,,,False,False,
Q9H756,True,False,True,True,True,True,True,True,True,True,,
Q9H772,False,False,False,,True,,False,,,False,True,False
Q9H777,,True,,,,False,,,,,,
Q9H7B4,False,False,False,,,True,False,True,,True,False,
Q9H7D0,True,True,False,,,,,,,False,False,
Q9H7F4,False,False,False,False,False,False,False,False,,False,False,False
Q9H7H0,False,,,,,False,False,,,,,
Q9H7M6,True,False,True,True,True,,False,,,False,,
Q9H7P6,False,True,,,,,,,,False,,True
Q9H7Q6,False,,,,,,,,,,,
Q9H7R0,True,True,True,True,True,,True,True,,True,,True
Q9H7R5,False,True,False,True,False,,True,False,True,False,,True
Q9H7X0,False,True,False,False,True,True,False,False,,True,False,True
Q9H7X3,False,True,True,True,True,,True,True,,False,,
Q9H7X7,True,,False,,,,,,,,,
Q9H7Y0,True,True,True,True,True,,True,,True,True,False,
Q9H7Z6,False,,,,,,False,,,True,,
Q9H814,True,,,,,,,,,,,
Q9H816,False,True,False,True,,,False,,,,,
Q9H819,False,True,True,True,True,True,True,,,True,True,
Q9H825,False,True,False,True,True,,True,,True,False,,
Q9H832,True,,,False,True,False,False,,,,False,
Q9H841,False,True,False,True,True,,False,,True,False,True,
Q9H845,True,True,,,,True,,True,,True,,
Q9H853,False,,False,True,False,False,,,,False,,
Q9H857,True,True,,,,,False,True,,False,,
Q9H869,,False,False,,False,,,,False,False,,
Q9H871,,True,True,,,,True,,,True,,
Q9H8G1,False,True,False,True,False,,True,False,True,False,True,True
Q9H8H2,True,True,True,True,True,False,True,,,True,True,
Q9H8H3,,True,,,,,,,,True,True,
Q9H8K7,False,False,False,False,False,,False,False,,False,False,False
Q9H8M1,False,False,False,,,False,False,,,False,False,
Q9H8M2,False,False,,,,,True,,,False,,
Q9H8M5,False,,,,,,False,,,False,,
Q9H8M7,False,True,False,True,True,,False,,False,True,True,
Q9H8N7,False,,,,True,False,False,,,False,,
Q9H8P0,,,False,,,,,,,False,,
Q9H8S9,,False,False,,,,False,,False,False,,
Q9H8U3,True,False,False,True,True,True,True,,,False,True,
Q9H8V3,False,True,False,True,True,True,True,,True,False,,True
Q9H8W4,False,,False,True,,True,True,,,False,,
Q9H8W5,True,True,,True,True,,True,,True,True,True,
Q9H8X9,False,True,False,,,,,,,True,,
Q9H902,False,,True,,False,,,,,False,,
Q9H920,,,False,,True,,False,,,False,,
Q9H930,True,,True,,True,True,False,True,,False,,
Q9H936,False,,,False,False,,False,,,False,False,
Q9H939,True,True,True,True,True,True,True,True,,True,True,True
Q9H963,True,,,True,,,True,True,,True,,
Q9H974,False,,,,,,,,,,,
Q9H981,False,,,,,,,,,,,
Q9H987,False,False,False,True,True,True,,True,True,True,True,False
Q9H999,False,False,False,,True,False,,,,False,,
Q9H9A6,False,True,True,True,,True,True,,,True,True,
Q9H9B1,False,True,,,,,False,,,False,,
Q9H9B4,True,True,False,,True,,False,,False,False,,
Q9H9D4,True,True,True,True,True,,True,,,True,True,
Q9H9G7,True,False,True,True,True,True,False,True,,False,True,False
Q9H9H4,True,False,True,True,False,False,False,,,False,False,
Q9H9J4,True,,True,,True,True,True,,,True,,
Q9H9L3,True,,True,,,False,True,,True,True,,
Q9H9L7,True,False,True,,,,False,,,False,True,
Q9H9P5,False,False,False,,False,,False,,,True,,
Q9H9Q2,,,,,,,True,,,True,,
Q9H9S3,False,False,False,False,False,False,False,False,,False,False,
Q9H9S4,True,,False,,,,True,,,False,,
Q9H9V4,True,,True,True,,,True,,,True,True,
Q9H9V9,True,,,,,,,,,,,
Q9H9Y4,False,,False,True,,,True,,,True,True,
Q9H9Y6,False,False,,,,False,True,,,False,False,
Q9H9Z2,False,False,False,False,,False,False,False,,False,False,
Q9HA47,,False,True,,,,True,,,True,,
Q9HA64,,,False,,,False,False,,,False,False,
Q9HA65,False,True,True,,,False,False,True,,False,,
Q9HA72,False,True,False,True,,,True,False,,False,True,
Q9HA77,,False,,,,False,,,,True,False,
Q9HA82,False,True,False,True,True,,True,,,True,,
Q9HAB3,True,True,True,,,,False,,False,False,True,
Q9HAC7,,False,,,,,,,,,,
Q9HAC8,False,False,False,,True,False,False,,,False,,False
Q9HAH1,True,True,True,True,True,,True,True,True,True,,
Q9HAJ7,False,,False,False,False,False,False,False,False,False,False,
Q9HAK2,False,True,False,,True,,True,,,False,True,
Q9HAN9,False,,False,False,,False,True,False,,False,False,
Q9HAP2,True,,,,,,True,,,True,,
Q9HAP6,True,True,True,True,True,True,True,True,True,True,True,
Q9HAQ2,True,True,True,,,,,True,,,,True
Q9HAR2,False,True,False,True,,True,True,,True,False,True,
Q9HAS3,True,,,,,,False,,,False,False,
Q9HAT0,False,False,False,True,True,,True,,,False,,False
Q9HAT1,False,True,True,,True,,False,,,,,
Q9HAT8,,,False,,,,False,,,False,,
Q9HAU4,False,True,True,,True,,True,,True,True,,
Q9HAU8,True,True,True,True,True,True,True,True,,True,,
Q9HAV0,True,True,True,True,,True,True,,True,True,True,True
Q9HAV4,,,False,,,,,,,False,,
Q9HAV7,,,,,,False,,,,False,,
Q9HAW7,False,,,False,True,,False,,,,,
Q9HAW8,False,,,False,,,,,,,,
Q9HAW9,False,False,,False,,,,,,,,
Q9HAY2,False,True,False,False,True,False,True,True,,False,False,
Q9HAY6,True,True,,,,,False,,,False,False,
Q9HAZ1,True,True,True,True,,,True,,,False,,
Q9HAZ2,True,True,True,True,True,,True,True,,True,True,True
Q9HB03,False,True,False,,,False,False,,,False,False,
Q9HB14,False,False,True,False,True,,False,,,False,False,
Q9HB15,False,False,True,False,True,,False,,,False,False,
Q9HB19,False,,False,True,True,True,True,True,,False,False,
Q9HB20,False,False,False,True,,True,False,,,False,True,False
Q9HB21,False,True,False,True,True,True,True,True,,False,False,
Q9HB29,True,True,False,True,True,True,True,True,,False,,True
Q9HB40,False,True,False,False,,False,False,False,False,False,False,
Q9HB55,True,True,True,True,True,True,True,True,,False,True,
Q9HB58,True,True,,,,True,False,True,,False,,
Q9HB63,True,True,True,True,,True,True,,,False,True,
Q9HB71,False,,True,True,,,,,True,,,
Q9HB75,False,True,,True,,True,True,,True,True,True,
Q9HB89,True,,,,,,False,,,,,
Q9HB90,True,,False,,,,False,True,,False,,
Q9HBA9,True,,,,True,,False,,,,,
Q9HBD1,False,,,,,,False,,,False,,
Q9HBE1,True,True,True,True,True,,True,True,,True,True,
Q9HBE5,,,True,,,,,,,,,
Q9HBG4,False,False,True,True,True,,True,,,False,False,
Q9HBG7,True,True,True,True,True,True,True,True,,True,True,
Q9HBH0,True,True,False,True,True,True,True,True,,True,True,
Q9HBH5,True,True,,,,,True,,,True,True,
Q9HBH7,,,True,,,,,,,False,,
Q9HBH9,True,True,True,True,True,,True,,,True,True,
Q9HBI0,True,False,False,True,True,True,True,,,False,True,False
Q9HBI1,,False,False,,,,,,,False,,False
Q9HBI6,True,True,True,,True,,True,True,True,False,True,
Q9HBJ7,False,True,False,True,True,False,False,True,,False,True,
Q9HBL0,True,,,,,,,,,,,
Q9HBL6,True,True,True,True,True,True,True,,,True,True,
Q9HBM1,False,False,False,False,False,False,False,False,,False,False,False
Q9HBM6,False,True,False,,,,False,,,False,,
Q9HBR0,True,False,False,,,,True,,,,,
Q9HBT6,True,True,True,True,True,True,True,False,,True,True,
Q9HBT7,False,True,False,True,False,,True,False,True,False,,True
Q9HBT8,True,True,True,True,,,True,True,,True,,
Q9HBU6,False,True,False,False,True,False,False,False,,False,False,
Q9HBU9,True,True,True,,,,True,,,True,,
Q9HBV1,True,,True,,,,True,,,True,True,
Q9HBW0,True,True,False,True,True,True,True,True,,False,True,
Q9HBW1,False,True,True,True,True,True,True,True,,True,True,
Q9HBW9,True,,True,,True,,True,,,True,True,
Q9HBX9,True,False,,True,True,True,True,True,,True,True,
Q9HBY0,False,False,False,,,False,False,,,False,False,
Q9HBY8,,,True,,True,,True,,,True,,
Q9HBZ2,False,True,,,,,False,,,False,,
Q9HC23,True,True,False,True,True,,True,True,,False,False,
Q9HC24,False,False,False,False,,False,,False,,False,False,
Q9HC29,False,False,,False,,False,False,,,False,,
Q9HC36,True,,,,,,True,,,,,
Q9HC44,,False,,,,,,,,,,False
Q9HC58,False,False,True,True,,,True,,,False,False,
Q9HC73,False,False,False,False,False,False,False,False,,False,,
Q9HC78,True,True,True,True,True,True,True,True,True,True,True,
Q9HC84,False,False,True,,True,True,True,,True,False,False,
Q9HC96,False,True,True,True,True,,True,True,,True,True,
Q9HC97,True,True,True,True,True,True,True,True,True,False,True,
Q9HC98,False,False,False,False,,,,,,False,,
Q9HCB6,False,False,False,False,False,True,False,True,False,True,False,
Q9HCC6,False,,False,,True,,True,,,False,True,
Q9HCC8,False,False,False,,,False,False,False,False,False,,
Q9HCD6,True,True,True,False,,,True,,True,False,False,
Q9HCE1,False,,,,,,False,,,False,,
Q9HCE3,True,True,True,,,True,True,,,True,,
Q9HCE5,False,,,,,False,True,,,,,
Q9HCE6,False,True,True,,False,,True,,,False,,
Q9HCE7,False,True,True,,True,,True,,True,True,,
Q9HCE9,True,False,,,,,True,False,,,True,
Q9HCF6,False,True,True,,True,True,False,,,False,,
Q9HCG1,False,True,False,True,False,,True,False,True,False,,True
Q9HCG8,False,,,,,,True,,False,,,
Q9HCH3,,,True,,,,False,,,False,,
Q9HCH5,False,True,True,True,True,,True,True,,True,True,
Q9HCI5,False,True,True,True,True,True,True,True,,True,True,
Q9HCJ0,False,True,,,,,,,False,False,,
Q9HCJ2,True,True,True,True,,,True,,,True,True,
Q9HCJ3,True,True,True,True,True,True,True,True,,True,True,
Q9HCJ5,True,False,True,True,True,,False,,,False,,
Q9HCK0,True,True,True,True,True,True,True,True,True,True,True,
Q9HCK4,True,True,True,True,True,True,True,,,True,,
Q9HCK5,True,False,True,True,True,True,False,True,,False,True,False
Q9HCK8,True,False,True,,,False,False,,,False,,
Q9HCL0,True,True,True,True,True,True,True,,,False,True,
Q9HCL2,True,,,True,,True,True,,,True,True,
Q9HCL3,False,True,False,True,False,,True,False,True,False,,True
Q9HCM2,,,False,,,,False,,True,False,False,
Q9HCM4,False,True,True,True,True,True,True,True,,True,True,
Q9HCM9,False,False,False,False,True,,False,True,True,True,,
Q9HCN3,False,,True,True,True,False,False,False,,False,False,
Q9HCN4,False,True,False,,,True,,,,,,
Q9HCN6,True,True,True,True,True,,True,True,,True,,True
Q9HCN8,True,False,False,,,,False,False,,False,,False
Q9HCP0,True,True,False,True,True,True,False,,,False,True,
Q9HCP6,False,True,True,False,True,False,,False,False,False,False,
Q9HCQ5,False,False,False,False,False,,False,,True,False,False,
Q9HCR9,,False,,,,,False,,,False,,
Q9HCS2,True,True,True,,,,True,True,True,False,True,
Q9HCS4,False,True,True,,,,False,,,False,False,
Q9HCS5,True,True,True,True,True,True,True,True,,True,True,
Q9HCT0,True,True,True,True,True,,True,,,True,,
Q9HCU0,False,True,False,True,True,True,True,True,,False,False,
Q9HCU4,False,,False,False,True,True,False,,False,False,False,
Q9HCU9,False,False,False,False,,False,False,False,False,False,False,False
Q9HCX3,True,True,True,True,True,,True,True,,True,,
Q9HCX4,False,True,True,,True,,,,True,False,True,
Q9HCZ1,True,True,True,True,True,,True,,,True,,
Q9HD20,True,True,True,True,True,True,True,True,,False,True,
Q9HD26,True,True,True,True,True,True,False,False,False,False,True,True
Q9HD34,False,,False,,,,,False,,,False,
Q9HD36,False,True,True,True,True,True,True,True,,True,,
Q9HD42,,,,,,,True,,,,,
Q9HD43,False,True,True,False,True,True,False,,True,True,True,
Q9HD67,True,True,True,True,,True,True,,True,True,,
Q9HD89,False,,False,False,,,False,,,False,,
Q9HDB8,,,,True,,,False,,,,,
Q9HDC5,False,False,False,False,,,False,,,False,False,False
Q9HDD0,False,False,False,,,,,,,False,False,
Q9NNW7,True,True,True,,,True,True,,,True,True,
Q9NNZ3,False,False,False,False,False,False,False,,False,False,False,
Q9NP08,False,True,True,,True,,True,,,True,,
Q9NP31,False,,False,False,,False,False,,,True,,
Q9NP55,True,True,True,True,False,False,True,False,False,True,,
Q9NP56,True,False,False,True,True,,False,,,False,True,
Q9NP59,True,False,True,,,,,,,False,,
Q9NP60,True,True,False,True,True,True,True,True,,False,True,True
Q9NP61,False,,,,,,True,,False,True,,
Q9NP66,True,True,True,True,True,True,True,True,,True,True,True
Q9NP71,False,False,False,False,False,False,False,False,True,False,False,
Q9NP78,True,True,,,,,,,,True,,
Q9NP80,False,,,,,False,False,,,,,
Q9NP85,True,True,True,,True,,True,,,True,,
Q9NP86,False,True,False,False,False,,True,,True,False,False,
Q9NP90,True,,True,,True,True,True,True,True,True,True,
Q9NP91,True,False,False,False,True,,False,,,False,,
Q9NP94,False,False,False,False,,,,,,False,False,
Q9NP95,False,,False,,,,,,,False,,
Q9NP97,,,,,,,False,,,False,,
Q9NP99,True,True,True,True,True,True,True,True,False,True,,False
Q9NPA1,False,True,False,False,True,,False,False,,False,True,
Q9NPA2,True,False,False,False,True,,True,,,False,True,
Q9NPA3,False,,False,,,,,False,,,,
Q9NPA5,True,True,True,True,True,,True,True,,True,True,True
Q9NPB1,,False,False,,,,False,,,False,,False
