,InParanoid,InParanoidCore,OMA_Groups,OMA_Pairs,PANTHER8_LDO,RSD,EggNOG,Orthoinspector,Hieranoid_2,EnsemblCompara_v2,PANTHER8_all,Metaphors,PhylomeDB,Avg,HGT_flag
P30049,28,11,7,32,14,27,26,3,5,5,14,18,16,15.846153846153847,False
C9JBD0,0,0,0,3,0,0,1,0,0,4,20,1,4,1.0833333333333333,False
P53677,0,0,20,0,0,20,14,14,9,19,5,12,17,10.0,False
Q5TCS8,34,34,13,13,13,7,24,25,36,3,22,12,1,18.23076923076923,False
Q15651,2,2,1,2,2,2,1,1,2,4,2,3,1,1.9230769230769231,False
Q8NBV4,2,3,8,7,2,8,12,3,17,17,25,3,3,7.083333333333333,False
Q8NEA5,1,1,2,2,1,1,1,1,1,1,1,1,1,1.1538461538461537,False
Q30KR1,1,2,1,2,1,1,1,1,1,1,3,1,0,1.2307692307692308,False
Q9UPZ3,6,6,2,9,8,15,16,4,7,14,20,3,8,9.076923076923077,False
Q06055,2,13,1,24,1,18,0,15,25,45,27,16,20,13.5,False
ENSP00000349651,1,1,1,1,1,1,1,1,1,1,1,0,0,0.8461538461538461,False
O95447,1,12,1,0,0,0,9,10,9,6,7,22,19,6.166666666666667,False
Q7Z745,1,1,1,1,0,0,0,6,1,18,19,15,20,6.384615384615385,False
Q86XU0,2,3,3,14,3,2,7,2,26,11,16,14,20,8.083333333333334,False
Q6NSX1,0,0,0,0,0,0,1,0,0,0,13,3,11,1.25,False
Q9BUP3,37,46,52,45,42,38,43,42,39,38,42,39,35,40.5,True
P20774,1,1,1,1,1,1,1,1,1,4,19,21,49,4.416666666666667,False
Q0GE19,43,44,46,44,17,41,42,40,40,40,42,42,40,40.07692307692308,True
A0AVK6,3,10,2,3,3,25,3,19,27,21,21,18,24,13.76923076923077,False
ENSP00000388898,1,1,19,1,1,1,1,1,19,16,1,17,36,6.583333333333333,False
P49589,25,18,16,9,4,13,3,17,4,10,6,8,7,9.583333333333334,False
Q86SQ6,2,3,4,4,3,7,1,9,3,6,8,4,6,4.615384615384615,False
A6NFF2,5,1,5,5,1,1,12,1,17,24,1,17,18,8.307692307692308,False
Q9H4K7,18,25,37,31,14,25,19,12,3,10,13,17,16,16.916666666666668,False
P53673,3,3,1,1,1,1,2,3,2,1,52,1,2,1.75,False
Q9UBI6,5,5,9,6,7,5,22,5,10,11,17,8,3,7.583333333333333,False
O60479,2,2,2,3,2,1,0,4,7,9,14,20,17,5.25,False
Q8TD33,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
P28074,15,9,9,14,2,31,9,22,4,30,21,3,31,15.384615384615385,False
Q8NGR5,0,0,2,1,0,3,1,2,7,4,3,3,4,1.9166666666666667,False
Q6ZNV2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
Q9ULF5,1,6,3,3,1,5,3,4,20,20,18,12,20,8.923076923076923,False
Q5K651,3,3,6,3,6,15,5,4,6,24,6,5,12,6.166666666666667,False
O95744,11,9,1,1,1,26,4,24,8,50,1,27,25,11.5,False
Q9UPT5,6,9,19,16,6,8,16,13,7,13,6,9,9,10.538461538461538,False
Q9UHC6,7,11,11,13,8,15,4,6,8,8,25,4,4,8.25,False
Q8NEV4,1,8,1,1,0,10,3,3,4,1,6,15,16,5.3076923076923075,False
Q16772,0,0,7,0,0,28,21,23,22,27,44,47,47,20.46153846153846,False
Q9UI25,0,1,0,1,0,0,1,0,0,0,0,0,0,0.23076923076923078,False
Q8IWE4,6,7,2,3,11,7,5,15,11,21,11,11,23,10.23076923076923,False
Q9UNA0,3,3,3,4,1,1,1,1,8,7,4,2,6,3.3846153846153846,False
Q9Y2X9,1,24,3,3,1,1,1,2,15,2,13,7,1,4.166666666666667,False
Q9H1H1,12,1,1,1,1,1,1,1,4,14,3,9,9,4.461538461538462,False
Q9H0N0,1,1,1,1,1,1,3,17,8,24,27,5,9,6.0,False
P52294,1,1,17,1,1,23,4,7,5,20,4,7,5,6.083333333333333,False
Q9NZU1,4,3,3,4,2,3,4,3,22,8,47,23,21,8.333333333333334,False
Q86X59,1,1,1,1,1,0,1,0,1,0,1,1,1,0.7692307692307693,False
Q5JTJ3,18,9,12,11,11,11,7,7,8,17,11,9,8,10.083333333333334,False
Q8WXK1,1,1,0,0,0,0,0,0,44,22,39,20,22,8.75,False
P14770,2,3,1,4,1,1,1,2,10,2,2,2,10,1.9090909090909092,False
Q9Y2X0,6,6,3,7,4,4,4,4,6,5,4,5,6,4.923076923076923,False
P05937,1,1,7,1,1,1,1,6,5,6,6,19,23,4.583333333333333,False
Q9BU19,3,3,1,3,3,4,4,3,1,9,13,3,20,4.166666666666667,False
Q86WS4,3,3,2,2,1,14,1,3,3,3,1,2,3,2.25,False
O95096,4,5,4,2,2,3,6,2,14,6,1,17,19,5.5,False
Q86Y33,1,1,1,1,1,1,24,32,58,26,6,42,40,18.0,False
Q8NHP8,5,15,17,6,18,18,4,17,18,19,18,17,19,14.692307692307692,False
Q7Z4G4,6,2,9,7,24,4,1,6,4,3,24,7,5,4.909090909090909,False
Q01543,2,8,1,2,2,5,0,3,6,6,2,3,4,3.0,False
Q8N9H6,0,0,0,0,1,0,1,0,0,0,1,0,1,0.3076923076923077,False
Q8N414,2,2,4,2,1,5,1,1,0,1,1,1,5,2.0,False
Q9Y5P4,2,3,5,3,2,2,2,2,2,2,7,14,44,3.8333333333333335,False
O60565,1,6,1,1,4,5,6,3,4,8,4,3,4,3.8461538461538463,False
Q9UJU2,0,0,1,0,0,3,0,1,3,5,2,16,2,1.4166666666666667,False
Q9NYR9,0,1,6,0,3,6,3,3,3,21,7,13,3,4.0,False
Q8WVN6,1,2,1,1,1,1,1,1,1,1,1,1,1,1.0769230769230769,False
Q7Z444,1,1,1,1,1,1,1,1,1,19,20,26,31,6.166666666666667,False
Q9P2H0,3,3,0,2,3,2,2,2,2,2,3,2,2,2.1538461538461537,False
P28715,10,13,18,16,9,9,7,7,11,17,8,6,11,10.923076923076923,False
Q8N5U6,6,9,7,14,8,7,9,7,10,8,8,8,6,7.75,False
Q9Y2C9,1,2,1,2,1,8,3,3,19,1,18,18,48,6.416666666666667,False
Q5VUA4,5,5,0,0,5,5,4,4,3,3,5,5,2,3.5384615384615383,False
Q9HBJ7,1,1,1,1,1,1,25,29,17,28,17,30,32,14.153846153846153,False
Q5BKX5,21,22,8,8,1,15,19,5,18,4,1,4,9,10.384615384615385,False
A8MT19,1,1,0,0,0,11,0,11,13,16,2,1,1,4.384615384615385,False
Q96DB9,0,0,0,0,9,0,1,0,5,0,9,0,0,0.5454545454545454,False
Q9Y6Y0,17,6,6,5,2,47,17,2,19,3,8,15,45,9.090909090909092,False
Q9BWW9,4,4,4,4,4,6,1,7,11,8,13,5,4,5.166666666666667,False
Q6PJG2,1,2,1,2,2,10,6,7,2,8,20,6,1,4.0,False
Q8WTR4,1,0,3,3,1,49,1,0,1,0,17,0,4,2.5833333333333335,False
P53634,20,4,4,20,0,22,23,22,22,20,40,23,23,16.916666666666668,False
P55283,1,0,0,1,0,0,0,0,0,1,41,4,2,0.75,False
P53611,9,8,8,9,4,3,31,3,4,3,4,5,4,5.333333333333333,False
Q9Y2U5,2,2,2,2,2,14,23,9,22,1,34,14,22,9.583333333333334,False
Q9BU20,8,8,10,9,10,8,8,8,9,8,10,20,21,8.727272727272727,False
Q49AR2,4,4,6,3,4,3,2,2,5,2,4,2,2,3.3076923076923075,False
O43913,6,9,11,11,8,6,8,11,11,7,8,7,8,8.538461538461538,False
Q5SW24,3,3,1,5,4,3,4,2,4,3,4,2,4,3.230769230769231,False
P23378,22,20,30,29,17,10,22,10,25,20,15,16,12,19.076923076923077,False
Q9HCE6,3,7,8,8,2,8,17,18,23,15,6,15,6,10.461538461538462,False
Q13939,4,0,0,5,0,0,1,0,27,10,21,9,5,4.583333333333333,False
Q9UJ14,2,51,2,2,2,48,2,46,27,40,24,37,24,23.615384615384617,False
Q9NS56,21,23,3,8,5,16,18,19,23,20,5,19,2,14.0,False
ENSP00000394767,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,False
Q96R84,1,1,1,2,3,1,1,2,9,4,24,6,4,2.9166666666666665,False
P42568,1,6,1,1,3,24,7,5,5,26,24,13,1,9.0,False
Q6AZW8,3,3,8,30,3,3,1,3,31,21,8,19,12,11.153846153846153,False
P11387,5,10,14,15,0,18,4,5,6,15,6,6,6,8.461538461538462,False
ENSP00000420877,1,1,4,4,1,16,1,4,4,2,1,23,23,6.538461538461538,False
P17655,2,9,0,1,0,0,0,13,19,25,15,10,10,6.583333333333333,False
A1L4H1,1,1,1,57,2,2,10,2,32,1,9,5,8,6.166666666666667,False
P23786,10,9,12,9,10,8,20,13,8,17,10,6,5,9.75,False
Q9BYT9,3,2,2,1,2,1,1,14,8,16,8,16,17,7.0,False
Q9H792,3,4,7,7,4,0,0,7,9,12,10,4,4,5.461538461538462,False
A6NNE9,6,7,1,4,23,25,21,18,21,8,19,17,18,14.461538461538462,False
ENSP00000416549,29,29,29,29,1,33,30,31,29,26,1,7,29,23.307692307692307,False
O75643,6,13,7,4,4,26,20,26,4,1,21,31,14,13.615384615384615,False
Q86WZ0,12,12,2,2,8,11,12,11,12,10,25,11,12,9.583333333333334,False
Q9UQR1,1,1,1,1,14,19,7,2,15,3,13,7,1,6.538461538461538,False
Q96LC7,0,1,3,0,1,4,1,1,0,3,3,6,6,2.230769230769231,False
P01024,1,53,1,3,1,4,0,0,46,1,44,3,50,15.923076923076923,False
Q9P0R6,6,1,6,5,4,4,4,4,4,4,4,4,5,4.230769230769231,False
P35711,4,10,4,4,1,16,8,2,8,23,12,13,3,7.083333333333333,False
Q13155,2,3,5,2,2,2,4,3,16,2,2,2,2,2.5833333333333335,False
P35503,1,1,15,5,1,32,10,6,18,1,33,23,7,11.76923076923077,False
ENSP00000403098,1,19,29,27,1,19,19,1,1,33,1,29,61,15.0,False
Q5MAI5,0,0,0,26,0,29,8,25,8,21,17,22,25,13.923076923076923,False
O15245,0,0,1,52,0,34,4,24,22,24,36,42,47,22.0,False
O43303,6,6,0,0,5,5,5,2,3,5,5,9,0,3.923076923076923,False
Q86UP0,2,2,3,3,2,0,9,5,4,5,43,6,7,4.0,False
P62324,1,1,1,1,1,8,9,7,7,24,16,8,18,6.5,False
Q96S52,7,9,16,17,8,6,10,9,7,6,8,7,8,8.416666666666666,False
Q8IWB9,14,19,2,3,14,9,29,19,0,8,14,22,23,13.538461538461538,False
P59797,1,1,2,5,2,1,2,2,1,10,51,15,2,3.6666666666666665,False
Q96BQ3,1,0,2,1,1,2,1,1,29,5,1,22,21,4.833333333333333,False
Q9P203,5,5,3,3,5,2,2,2,5,2,5,2,5,3.5384615384615383,False
Q99933,16,2,0,3,15,5,6,6,19,5,15,15,15,9.384615384615385,False
P28290,3,3,3,2,8,6,1,7,2,7,8,1,1,4.0,False
P15291,1,2,2,1,6,22,6,17,17,20,6,18,7,9.615384615384615,False
Q8N843,0,0,0,0,1,0,1,0,0,0,1,1,1,0.38461538461538464,False
Q9Y6R6,0,0,2,6,0,0,1,1,30,2,22,16,18,5.666666666666667,False
Q9Y5U9,19,10,18,22,18,17,17,17,18,12,17,17,18,16.923076923076923,False
Q9NR34,4,2,29,19,20,28,17,18,25,23,39,16,13,19.46153846153846,False
ENSP00000413414,1,1,1,1,1,0,1,1,1,1,1,26,1,0.9166666666666666,False
Q9H6X5,8,8,0,1,8,7,8,7,1,7,8,7,4,5.6923076923076925,False
ENSP00000410419,1,1,6,62,1,1,1,1,1,39,1,1,1,4.583333333333333,False
Q9C035,0,0,3,3,1,3,1,3,31,5,48,19,21,7.5,False
Q15811,0,3,4,1,3,16,21,8,12,21,4,10,13,8.923076923076923,False
P35713,4,10,2,4,3,10,8,8,25,11,16,23,20,11.076923076923077,False
P19652,1,1,3,1,1,6,1,0,0,0,0,2,2,1.3846153846153846,False
P22891,2,2,2,3,2,1,5,2,1,4,50,5,14,3.5833333333333335,False
P55064,1,11,26,1,1,46,46,32,12,54,26,44,25,25.0,True
Q9NXN4,17,18,20,19,18,19,16,44,18,37,33,30,36,25.0,True
ENSP00000393875,1,1,1,1,1,1,3,3,3,3,1,3,3,1.9230769230769231,False
Q16270,3,3,3,4,3,2,4,2,8,2,6,4,1,3.0833333333333335,False
P48745,2,2,2,2,5,8,1,6,6,8,5,5,6,4.461538461538462,False
Q16534,0,7,0,3,0,2,3,1,4,3,1,16,17,2.1818181818181817,False
Q9GZZ0,3,3,4,4,2,2,1,9,12,10,13,7,9,6.076923076923077,False
O43795,10,7,10,22,0,7,17,8,5,1,7,18,17,9.923076923076923,False
Q96PV6,10,10,8,9,10,5,5,7,12,8,10,12,13,9.153846153846153,False
O95825,5,5,7,6,7,4,4,4,5,4,37,41,45,13.384615384615385,False
Q6UWY2,2,0,2,5,1,1,3,1,24,0,17,5,7,3.6666666666666665,False
P01594,1,1,5,1,1,1,1,1,26,6,22,9,29,6.25,False
Q8IZN7,1,3,1,2,1,1,1,1,1,1,1,1,1,1.2307692307692308,False
Q6IEU7,1,1,4,1,5,4,1,2,7,5,7,5,6,3.769230769230769,False
O75410,1,20,2,3,2,7,8,3,1,6,2,7,24,5.166666666666667,False
Q9P2E9,2,50,0,24,0,48,24,23,19,20,0,23,20,19.46153846153846,False
P24390,4,11,14,23,2,20,9,10,10,17,2,9,12,11.0,False
Q9NR55,0,0,1,1,0,0,2,0,4,3,18,19,8,1.7272727272727273,False
P32519,1,2,0,2,2,9,7,4,0,14,1,4,2,2.8333333333333335,False
P62330,7,11,5,6,8,18,12,14,17,25,27,9,19,13.692307692307692,False
Q16787,5,5,10,11,5,30,2,7,5,1,7,3,6,5.583333333333333,False
Q96RV3,1,6,1,1,1,22,18,19,22,21,22,1,4,10.692307692307692,False
ENSP00000397732,1,1,1,1,1,1,1,1,1,39,1,1,1,1.0,False
Q96S94,1,23,2,27,1,17,7,7,13,19,7,8,12,11.076923076923077,False
Q96MW7,6,28,6,1,6,30,6,5,30,25,22,18,33,16.615384615384617,False
P49959,27,4,12,8,25,8,4,4,5,4,25,6,5,10.538461538461538,False
Q9UQ80,10,11,10,12,9,9,9,5,6,5,26,28,28,12.923076923076923,False
Q9ULW0,6,6,2,1,16,5,5,5,19,18,16,5,5,8.384615384615385,False
O15260,4,3,3,4,2,1,5,1,2,2,28,1,1,2.4166666666666665,False
Q13368,3,2,2,3,2,2,2,5,3,1,3,19,24,3.9166666666666665,False
Q63HK5,1,7,1,0,1,6,0,1,5,0,6,0,0,2.1538461538461537,False
Q8IUK8,3,2,2,3,2,2,1,2,8,1,3,0,5,2.1666666666666665,False
A0PJX4,3,2,4,4,4,2,2,2,1,2,5,2,3,2.769230769230769,False
Q8WUD4,10,2,22,14,7,7,2,16,7,8,7,10,7,8.083333333333334,False
Q86XN6,0,0,16,0,0,0,1,0,29,0,16,18,20,5.916666666666667,False
Q86XZ4,1,6,1,1,2,4,5,5,6,8,2,5,26,3.8333333333333335,False
Q4U2R8,2,0,23,22,0,50,10,6,26,2,33,40,26,18.46153846153846,False
Q9BWS9,43,17,21,18,16,42,17,18,13,17,33,33,36,24.923076923076923,True
P16452,1,1,1,1,1,1,1,1,1,11,4,6,9,2.3333333333333335,False
Q8TCG2,1,16,8,1,3,17,2,6,5,4,3,4,4,4.75,False
Q96IW7,1,6,6,6,7,6,6,6,6,19,9,20,19,9.0,False
Q9UKP4,4,6,4,4,3,5,6,5,8,7,4,4,6,5.076923076923077,False
Q96A49,12,11,2,4,1,11,11,1,13,11,6,11,1,7.3076923076923075,False
P16104,8,25,13,2,3,24,1,9,5,4,5,13,22,10.307692307692308,False
P28328,13,14,20,17,10,10,14,11,19,11,10,11,11,13.153846153846153,False
Q8WYJ6,1,1,1,1,1,1,1,16,13,16,9,18,18,7.461538461538462,False
Q9BVG9,27,24,20,23,24,23,23,23,24,23,24,25,24,23.615384615384617,False
O43752,1,4,21,19,5,7,19,14,7,5,5,5,5,9.0,False
O00339,4,31,5,5,5,29,6,19,10,1,52,16,6,11.416666666666666,False
Q8N6N2,5,5,3,5,6,3,5,6,26,10,44,19,21,9.5,False
O14979,2,2,9,3,2,28,9,6,8,18,36,14,11,9.333333333333334,False
Q8NGH8,3,3,1,3,0,1,1,1,6,3,7,6,5,3.076923076923077,False
Q13474,4,3,1,5,4,5,0,2,6,4,15,1,3,3.1666666666666665,False
P60763,6,7,27,4,1,11,18,21,15,24,1,13,21,13.0,False
Q9GZR7,9,9,20,14,24,10,17,8,7,12,22,25,24,15.461538461538462,False
Q92771,1,1,37,1,0,25,5,8,9,40,19,26,25,15.153846153846153,False
P23219,0,1,0,1,0,20,26,15,0,12,14,15,16,9.23076923076923,False
Q8WWX0,0,0,0,0,26,0,0,0,6,5,26,8,50,5.916666666666667,False
Q5QGS0,1,1,1,1,1,0,1,0,1,0,21,23,1,0.7272727272727273,False
Q8IXU6,2,23,1,21,9,15,26,9,10,11,9,10,9,11.923076923076923,False
Q9H4A9,0,7,19,57,36,49,40,39,37,45,36,40,39,34.15384615384615,True
Q9UMN6,3,23,2,3,12,23,16,21,24,1,11,20,3,12.461538461538462,False
Q9Y458,5,5,3,4,4,4,3,11,6,5,5,9,4,4.75,False
Q8N907,1,1,1,1,1,4,1,1,1,6,3,3,12,2.0,False
Q15238,1,1,6,10,1,1,1,6,14,5,2,6,9,4.083333333333333,False
P29353,2,5,7,2,4,4,6,3,3,2,4,4,4,3.8461538461538463,False
Q9UGR2,1,3,2,3,3,3,4,4,3,3,3,24,1,2.75,False
Q9Y6M4,3,8,17,2,2,19,5,6,6,27,5,11,11,7.916666666666667,False
O95069,4,5,3,6,2,16,2,7,23,1,32,17,21,8.916666666666666,False
Q9HBL8,51,51,21,54,45,45,46,46,47,47,44,46,41,44.92307692307692,True
Q13129,1,1,1,1,1,1,0,1,1,1,2,0,2,1.0,False
Q6P1L6,0,0,0,10,0,0,1,0,32,0,10,13,15,4.083333333333333,False
O43364,0,1,1,1,1,6,12,4,21,5,10,17,6,5.333333333333333,False
Q9H649,3,3,2,7,25,46,2,22,21,27,25,37,42,20.153846153846153,False
Q96HA9,4,4,5,4,3,3,4,4,2,4,3,10,11,4.166666666666667,False
Q6W5P4,10,9,6,10,5,7,6,6,18,6,5,8,8,7.166666666666667,False
Q8TBP6,0,9,10,20,1,14,1,2,1,10,4,2,1,4.583333333333333,False
Q6UXM1,2,3,6,3,48,23,4,3,3,6,48,17,45,16.23076923076923,False
A0ZSE6,0,0,0,0,0,0,1,0,0,0,1,14,17,1.3333333333333333,False
Q8WVK2,12,18,15,16,10,9,11,18,10,7,10,16,1,11.76923076923077,False
P61289,3,17,7,15,15,17,16,17,16,16,15,16,20,14.615384615384615,False
Q15149,4,22,5,0,0,26,1,2,10,2,18,14,5,8.384615384615385,False
Q9NVI7,2,6,23,7,13,17,14,15,14,17,13,20,39,13.416666666666666,False
Q9NUY8,11,11,1,18,16,15,14,1,1,1,16,16,1,9.384615384615385,False
ENSP00000398371,1,1,0,1,1,0,1,1,0,0,33,0,0,0.5,False
A6NJ64,1,0,0,1,0,1,1,0,0,0,0,1,1,0.46153846153846156,False
Q8N3R9,1,1,5,3,1,1,1,1,5,1,1,13,16,2.8333333333333335,False
Q9NYY1,1,3,1,2,0,2,0,1,1,4,1,2,3,1.6153846153846154,False
O95180,2,8,0,0,4,23,21,3,9,22,8,7,17,9.538461538461538,False
Q8IVL0,3,3,3,3,3,1,2,8,7,10,6,5,3,3.9166666666666665,False
Q9BXJ5,2,2,2,2,3,2,3,2,8,1,22,7,8,3.5,False
Q9Y2Y4,1,1,1,1,1,1,1,1,1,5,10,12,11,3.6153846153846154,False
Q8TCQ1,3,2,2,10,3,14,4,5,7,7,13,19,5,6.25,False
Q9BY84,3,23,4,3,2,22,20,18,7,24,33,10,24,14.846153846153847,False
Q9NQY0,11,13,8,5,12,6,15,12,5,5,12,5,5,8.76923076923077,False
Q8TAT2,3,3,4,4,4,2,1,3,4,0,4,3,5,3.076923076923077,False
Q5GLZ8,0,3,2,22,9,46,5,15,2,12,8,16,42,11.333333333333334,False
Q5D0E6,5,5,3,2,5,3,4,3,7,3,5,4,3,4.0,False
Q9H4X1,2,2,2,2,3,2,2,2,2,2,3,2,2,2.1538461538461537,False
Q6V702,21,20,24,24,1,17,20,18,22,17,1,21,19,17.307692307692307,False
P50461,0,0,22,0,0,19,17,17,18,16,4,18,17,11.384615384615385,False
P49917,9,37,13,10,9,9,6,9,8,32,22,32,33,17.615384615384617,False
Q5SQQ9,7,1,2,2,1,1,6,5,1,7,20,20,7,3.6363636363636362,False
P35368,4,9,2,4,2,7,8,7,13,7,4,4,7,5.416666666666667,False
Q9H4M9,3,3,23,1,2,24,17,18,15,21,17,18,17,13.76923076923077,False
Q9Y6L7,1,3,8,1,1,6,3,4,3,8,14,3,4,3.75,False
Q9NZN8,11,12,0,1,9,6,5,4,1,4,9,7,7,5.846153846153846,False
P51589,3,23,1,25,1,5,20,2,16,9,40,45,10,12.916666666666666,False
Q8NBJ4,3,1,3,2,8,3,1,3,1,1,8,25,26,3.090909090909091,False
Q8NEU8,1,7,0,1,0,18,6,4,11,4,3,14,15,6.461538461538462,False
Q9H251,4,4,4,7,3,50,2,3,54,1,44,3,9,14.461538461538462,False
Q06033,1,2,3,21,0,49,1,51,1,25,43,49,47,22.53846153846154,False
Q9HCL2,4,46,6,6,39,44,6,15,7,48,39,37,38,25.76923076923077,True
Q8NGZ5,4,4,4,4,5,4,1,4,11,6,6,4,4,4.166666666666667,False
P48995,0,0,0,1,0,0,1,7,11,6,1,2,2,1.6666666666666667,False
Q8IU99,2,1,1,2,1,1,1,1,1,6,1,6,6,2.3076923076923075,False
O75752,0,0,9,4,0,9,5,9,22,6,16,23,24,9.76923076923077,False
Q96QZ0,0,0,2,0,1,0,3,1,1,1,2,1,5,1.3076923076923077,False
Q9BX97,1,1,3,1,3,3,1,1,3,3,3,8,28,2.5833333333333335,False
Q8WUI4,5,57,4,5,28,34,28,34,8,1,28,22,29,18.833333333333332,False
Q6FIF0,0,7,24,20,0,22,19,17,16,19,11,16,18,14.538461538461538,False
Q9Y5I3,3,4,4,4,4,4,5,3,8,10,11,7,5,5.083333333333333,False
Q96IU2,0,0,1,0,1,0,1,1,0,2,1,3,4,1.0769230769230769,False
Q4LE39,0,8,2,53,10,7,20,3,5,9,10,13,7,7.833333333333333,False
Q96LY2,1,1,4,1,13,13,1,0,12,9,13,10,11,6.846153846153846,False
Q12901,0,0,0,0,0,0,1,0,32,3,18,15,12,4.083333333333333,False
Q8NHA4,2,2,2,2,2,2,1,2,9,0,3,2,5,2.0833333333333335,False
Q96DV4,12,14,6,6,13,14,2,2,3,17,10,4,16,9.153846153846153,False
Q9BW30,3,4,8,9,20,21,8,22,22,23,20,22,21,15.615384615384615,False
Q15283,2,1,2,2,2,1,27,12,14,12,5,13,10,6.333333333333333,False
ENSP00000360563,1,1,1,1,1,1,1,1,1,1,1,0,1,0.9230769230769231,False
P78396,2,22,0,0,0,20,17,17,16,24,16,19,17,13.076923076923077,False
Q01664,4,5,5,6,7,5,5,5,7,4,21,4,4,5.083333333333333,False
P30408,0,0,2,2,4,0,1,0,0,3,4,0,0,1.2307692307692308,False
Q9UBC7,1,1,1,1,1,1,1,1,1,1,1,0,1,0.9230769230769231,False
Q9BTD3,5,5,4,5,4,4,1,4,4,4,4,4,4,4.0,False
O15021,21,28,1,23,0,7,2,15,47,14,4,12,47,17.0,False
Q86UA1,10,10,5,14,9,8,9,10,13,9,9,8,9,9.083333333333334,False
Q16518,1,50,24,53,0,46,2,39,18,44,39,14,16,26.615384615384617,True
P55060,4,4,6,5,5,3,4,3,3,2,5,4,4,4.0,False
Q8NCD3,2,2,0,0,2,2,1,0,0,2,2,0,0,1.0,False
Q9P2E8,1,2,1,5,1,7,8,7,6,6,14,20,8,5.5,False
Q9ULK0,1,2,3,26,2,47,7,1,2,18,34,18,21,11.25,False
P55058,1,1,1,1,1,1,1,23,20,19,17,19,18,9.461538461538462,False
Q8N6L1,20,6,7,21,22,21,21,21,20,20,22,20,21,18.615384615384617,False
Q8N3T1,2,2,3,3,3,3,1,3,25,1,47,7,7,5.0,False
Q6NT04,3,3,3,3,3,3,1,3,27,23,17,20,30,10.692307692307692,False
Q8WXR4,3,7,3,3,9,6,5,5,6,1,8,14,17,5.833333333333333,False
Q9UI08,3,1,2,1,1,20,1,14,19,16,16,4,8,8.153846153846153,False
O14756,2,1,13,24,1,52,56,44,31,44,36,46,50,30.76923076923077,True
O94826,35,2,5,3,11,3,6,2,2,17,11,14,14,7.5,False
Q8NHC7,4,4,0,0,3,3,1,2,8,8,23,3,3,3.25,False
Q9NRZ5,2,7,6,18,43,14,17,14,43,22,43,43,42,24.153846153846153,False
Q8NDB6,3,3,3,3,3,3,1,3,3,3,3,3,3,2.8461538461538463,False
P16435,34,31,11,32,22,27,27,23,22,7,22,28,31,24.384615384615383,False
Q6NT89,3,3,3,3,1,3,1,3,3,3,1,3,1,2.3846153846153846,False
Q9Y6W8,0,0,0,0,0,0,1,0,0,0,0,2,2,0.38461538461538464,False
Q9H9Q4,20,9,4,9,19,8,9,9,9,8,19,8,9,10.76923076923077,False
Q9H993,13,5,11,10,33,32,32,33,5,33,33,4,32,21.23076923076923,False
P13591,2,8,6,7,1,5,1,5,4,6,6,2,4,4.384615384615385,False
Q5SQS7,2,9,10,11,7,8,8,8,9,8,7,15,23,8.5,False
P17735,33,14,16,31,16,31,35,31,11,23,39,41,2,24.846153846153847,False
Q0Z7S8,1,1,5,1,1,1,1,8,7,12,5,7,7,3.75,False
Q2M389,16,16,20,18,16,14,14,14,15,14,16,17,16,15.5,False
P19878,17,12,3,1,12,15,1,12,14,12,12,3,17,10.076923076923077,False
Q4QY38,3,3,3,3,1,3,1,3,3,3,1,3,3,2.5384615384615383,False
Q9NYW2,0,0,6,0,4,0,1,7,6,5,5,7,16,3.4166666666666665,False
P26842,0,0,0,0,2,0,1,0,0,5,7,0,5,1.0833333333333333,False
Q96PR1,3,3,4,2,2,6,8,5,41,0,36,5,5,3.909090909090909,False
Q9BSK0,2,2,2,2,2,2,2,2,2,2,3,2,2,2.076923076923077,False
Q6UWP8,2,3,4,2,5,0,1,0,2,0,5,0,0,1.8461538461538463,False
P12034,0,0,2,2,0,6,0,5,7,12,2,6,5,2.9166666666666665,False
Q2M2W7,4,4,4,4,1,3,4,3,4,3,1,3,4,3.230769230769231,False
A2A3K4,23,22,1,1,45,4,0,21,8,21,42,4,6,15.23076923076923,False
P57789,2,23,1,2,1,21,5,4,20,1,31,16,20,11.307692307692308,False
O00418,19,19,4,4,17,17,19,16,19,19,17,14,4,14.461538461538462,False
Q8WV28,1,0,1,0,1,6,0,0,0,2,1,6,0,0.5454545454545454,False
P02458,2,3,1,1,1,5,6,2,4,1,40,3,6,2.9166666666666665,False
Q13015,2,1,2,2,2,1,4,2,2,2,2,2,2,2.0,False
Q9NXH9,30,11,20,13,25,25,24,24,7,27,25,27,35,22.53846153846154,False
Q9HC73,3,2,3,3,3,2,1,2,2,2,9,5,3,2.5833333333333335,False
Q09013,0,12,0,0,25,0,8,23,26,26,25,27,4,13.538461538461538,False
Q6E213,0,0,0,0,0,0,10,18,15,24,6,13,14,7.6923076923076925,False
P43115,2,3,2,3,2,7,2,9,7,7,5,5,7,4.6923076923076925,False
Q00889,0,0,0,0,0,5,1,7,15,5,2,6,9,2.9166666666666665,False
Q96B97,1,12,0,16,0,11,18,12,13,6,19,13,10,10.076923076923077,False
Q18PE1,9,9,2,3,9,7,7,7,4,3,9,7,10,6.615384615384615,False
Q9HBT7,1,1,1,1,1,2,1,1,27,2,23,16,17,5.583333333333333,False
Q6L9T8,1,1,1,1,1,30,15,6,6,21,1,8,17,6.583333333333333,False
